original_index,image,problem,solution,schema,netlist
300,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F190CFCFCD0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, assuming all diodes are ideal components, the voltage across resistor \( R \) is:
Choices:
A. 0V
B. 3V
C. 6V
D. 12V
",D,"D1 D N0 N1 NA
D2 D N0 N2 NA
D3 D N0 N3 NA
R R Nv N0 NA
Labels:
+12V V Nv 0
0V V N1 0
6V V N2 0
3V V N3 0","* circuit generated from schema
V1 Nv 0 DC 12
V2 N1 0 DC 0
V3 N2 0 DC 6
V4 N3 0 DC 3
R1 Nv N0 10k
D1 N0 N1 NA
D2 N0 N2 NA
D3 N0 N3 NA
.model NA D(Is=1e-14 N=1)
.end"
301,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F190CFCFD30>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.  
Question: In the circuit shown in the figure, the value of \( v_0(t) \) (in volts) for \( t \rightarrow \infty \) is  
**Choices:**  
A. 31.25  
B. 21.4  
C. 52.1  
D. 23.1",A,"I1 I N0 N1 10u(t)A
V1 V N1 N2 2ix; dependent voltage source
R1 R N2 N0 5Ω
L1 L N1 N3 2H
R2 R N3 N0 5Ω
Labels:
v_o(t) V N3 N0; voltage across R2
ix I N1 N3; current through L1","* circuit generated from schema
I1 0 N1 PULSE(0 10 0 1n 1n 1e9 2e9)
Vx N1 N1S 0
H1 N1 N2 Vx 2
R1 N2 0 5
L1 N1S N3 2
R2 N3 0 5
.end"
302,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F190CFCFE50>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the AC circuit shown in the figure, given \( u_1= 80\sqrt{2}\sin(314t+45^\circ) \text{ V} \),  \( u_2= 60\sqrt{2}\sin(314t-45^\circ) \text{ V} \), then the voltmeter reading is (). 
Choices
A. 20V
B. 80V
C. 100V
D. 140V 
",C,"Z1 Z N1 N2 NA
Z2 Z N2 N3 NA
V VOLTMETER N1 N3 NA
Labels:
u1 V N1 N2
u2 V N2 N3","* circuit generated from schema
RZ1 N1 N2 1k
RZ2 N2 N3 1k
RVM N1 N3 1G
V1 N1 0 DC 1
.end"
303,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F190CFCFF10>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Consider the common-collector amplifier in <image> (bias circuitry ensures that the transistor operates in the forward active region, but has been omitted for simplicity). Let \(I_C\) be the collector current, \(V_{BE}\) be the base-emitter voltage, and \(V_T\) be the thermal voltage. Also, \(g_m\) and \(r_0\) are the small-signal transconductance and output resistance of the transistor, respectively. Which one of the following conditions ensures a nearly constant small-signal voltage gain for a wide range of values of \(R_E\)?

Choices  
A. \(g_m R_E \ll 1\)  
B. \(I_C R_E \gg V_T\)  
C. \(g_m r_0 \gg 1\)  
D. \(V_{BE} \gg V_T\)
",B,"Q1 NPN NC NB NE NA
RE R NE 0 NA
Labels:
Vin V NB 0
Vout V NE 0
VCC V NC 0","* circuit generated from schema
VIN NB 0 DC 1
VCC NC 0 DC 5
Q1 NC NB NE QMOD
RE NE 0 1k
.model QMOD NPN(BF=100 VAF=100 IS=1e-15 RB=100 CJE=1pF CJC=1pF TF=0.1ns)
.end"
306,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E01F0>,"Hint: Please answer the question requiring an integer and the final value, e.g., 1, 2, 3, at the end.  
Question: The output voltage of an inverting converter circuit is a function of the input voltage and the duty cycle of the switching signal, represented by the variable D (ranging in value from 0% to 100%), where \( D = \frac{t_{on}}{t_{on} + t_{off}} \). Based on this mathematical relationship, calculate the output voltage of this converter circuit at a duty cycle D=100% , assuming an input voltage of 40 volts. The output voltage is ______V.",0.0,"Vin V N1 N0 NA
S1 SW N1 N2 NA
L1 L N2 N0 NA; core-type inductor
D1 D N3 N2 NA
C1 C N0 N3 NA
Labels:
Vout V N3 N0
D TEXT N1 N2 
Inverting converter circuit TEXT","* circuit generated from schema
V1 N1 0 DC 12
S1 N1 N2 NG 0 SWMOD
L1 N2 0 100u
D1 N3 N2 D1N4148
C1 N3 0 100u
Vgate NG 0 PULSE(0 5 0 1n 1n 5u 10u)
.model D1N4148 D (is=2.495e-09 rs=4.755e-01 n=1.679e+00 tt=3.030e-09 cjo=1.700e-12 vj=1 m=1.959e-01 bv=1.000e+02 ibv=1.000e-04)
.model SWMOD SW(Ron=0.01 Roff=1e9 Vt=2 Vh=0.5)
.end"
307,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E02B0>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: The voltage gain \( A_{\Delta} = \frac{V_o}{V_i} \) of the JFET amplifier shown in the <image> is ( )",-6,"M1 NMOS Nd Ng Ns NA
VDD V Nv 0 10
RD R Nv Nd 3kΩ
C2 C Nd No NA
C1 C Ni Ng NA
RG R Ng 0 1MΩ
RS R Ns 0 2.5kΩ
CS C Ns 0 NA
Labels:
vi V Ni 0
Vo V No 0
ID I Nv Nd; ID=1mA","* circuit generated from schema
VDD Nv 0 DC 10
RD Nv Nd 3k
RG Ng 0 1MEG
RS Ns 0 2.5k
C1 Ni Ng 1u
C2 Nd No 1u
CS Ns 0 10u
Vi Ni 0 DC 1
ID Nv Nd DC 1m
M1 Nd Ng Ns Ns NMOS L=1u W=10u
.model NMOS NMOS (LEVEL=1 VTO=2 KP=2e-5 GAMMA=0.5 PHI=0.6 LAMBDA=0.02)
.end"
308,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E0370>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Consider the CMOS circuit shown in the figure (substrates are connected to their respective sources). The gate width (\( W \)) to gate length (\( L \)) ratios \( \frac{W}{L} \) of the transistors are as shown. Both the transistors have the same gate oxide capacitance per unit area. For the pMOSFET, the threshold voltage is -1 V and the mobility of holes is \( 40 \, \text{cm}^2/\text{V}\cdot\text{s} \). For the nMOSFET, the threshold voltage is 1 V and the mobility of electrons is \( 300 \, \text{cm}^2/\text{V}\cdot\text{s} \). The steady state output voltage \( V_o \) is ______.

Choices  
A. equal to 0 V  
B. more than 2 V  
C. less than 2 V  
D. equal to 2 V
",C,"
Mp1 PMOS Npsrc Ng Nd; (W/L) = 5
Mn1 NMOS Nd Ng Nnsrc; (W/L) = 1, Nnsrc(Mn1 source) at GND(0) 
V1 V Npsrc 0 4V
Labels:
Vo V Nd 0","* circuit generated from schema
V1 V 0 DC 4
MP1 Vo Ng V V PMOS L=1u W=5u
MN1 Vo Ng 0 0 NMOS L=1u W=1u
.model NMOS NMOS level=1 VTO=0.7 KP=1e-4 GAMMA=0.4 PHI=0.7 LAMBDA=0.02
.model PMOS PMOS level=1 VTO=-0.7 KP=1e-4 GAMMA=0.4 PHI=0.7 LAMBDA=0.02
.end"
309,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E0430>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: For the DC analysis of the Common-Emitter amplifier shown, neglect the base current and assume that the emitter and collector current are equal. Given that \( V_T = 25mV \), \( V_{BE} = 0.7V \), and the BJT output resistance \( r_0 \) is practically infinite. Under these conditions, the midband voltage gain magnitude, \( A_c = \left|\frac{V_0}{V_i}\right| \) in \( V/V \), is _______.

Choices:
A. 125  
B. 126  
C. 128  
D. 132
",C,"Q1 NPN NC NB NE NA
V1 V Ni 0 NA
C1 C Ni NB 10μF
R1 R Nvcc NB 73kΩ
R2 R NB 0 47kΩ
RC R Nvcc NC 2kΩ
C2 C NC No 10μF
RL R No 0 8kΩ
RE R NE 0 2kΩ
CE C NE 0 100μF
Labels:
Vo V No 0","* circuit generated from schema
VCC Nvcc 0 DC 12
V1 Ni 0 DC 0 AC 1
C1 Ni NB 10u
R1 Nvcc NB 73k
R2 NB 0 47k
RC Nvcc NC 2k
C2 NC No 10u
RL No 0 8k
RE NE 0 2k
CE NE 0 100u
Q1 NC NB NE MOD1
.model MOD1 NPN BF=50 VAF=50 IS=1e-12 RB=100 CJC=0.5p TF=0.6n
.end"
310,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E0670>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the inverting proportional calculation circuit shown in figure, given the input voltage \( u_i = 10 \cos 400t \, (mv) \), and the output voltage \( u_o = -200 \cos 400t \, (mv) \), the correct resistor relationship is:
Choices:
A. \( R_f = R_1 \)
B. \( R_f = 2R_1 \)
C. \( R_f = 19R_1 \)
D. \( R_f = 20R_1 \)
",D,"A1 AMP Nn Np No; Nn inverting input, Np non-inverting input
R1 R Ni Nn NA
R2 R Np 0 NA
Rf R Nn No NA
Labels:
ui V Ni 0
uo V No 0","* circuit generated from schema
Vui Ni 0 DC 1
R1 Ni Nn 10k
R2 Np 0 10k
Rf Nn No 100k
E1 No 0 Np Nn 1e5
.end"
311,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E0790>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, given \( R_1 = R_2 = R_3 = 10k\Omega \), \( R_4 = 20k\Omega \). If \( U_i = 1V \), then \( U_o \) is ( )
Choices
A. -2V
B. -1.5V
C. 0.5V
D. -0.5V
",D,"A1 AMP Nn Np No NA; Nn inverting input, Np non-inverting input
R1 R Ni Nn NA
R2 R Ni Np NA
R3 R Np 0 NA
R4 R Nn No NA
Labels:
ui V Ni 0
uo V No 0","* circuit generated from schema
Vui Ni 0 DC 1
R1 Ni Nn 10k
R2 Ni Np 10k
R3 Np 0 10k
R4 Nn No 10k
E1 No 0 Np Nn 1e6
.end"
312,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E07F0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: The output \( V_0 \) of the diode circuit shown in the figure is connected to an averaging DC voltmeter. The reading on the DC voltmeter in Volts, neglecting the voltage drop across the diode, is ______.

Choices:
A. 2.84  
B. 3.18  
C. 4.55  
D. 1.62
",B,"V1 V N1 N0 10sin(ωt),50Hz
D1 D N1 N2 NA
R1 R N2 N0 1kΩ
Labels:
Vo V N2 N0","* circuit generated from schema
V1 N1 0 SIN(0 10 50)
D1 N1 N2 NA
R1 N2 0 1k
.model NA D(IS=1e-14 N=1)
.end"
313,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E0850>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the power amplifier circuit shown in the figure, given \( V_{cc} = 20V \), \( V_E = 11V \), \( R_L = 4\Omega \), and the saturation voltage drop of the output transistor \( U_{CES} = 1V \). When the input signal is a sinusoidal wave with \( U_i = 4V \), the power obtained across the load \( R_L \) is ( ).
Choices
A. 4W
B. 8W
C. 12.5W
D. 24W
",A,"VT1 NPN NC1 NB1 NE
VT2 PNP NE NB2 NC2; NC2(VT2 collector) GROUNDED
R1 R NC1 NB1 NA
C1 C Ni NB1 NA
R2 R NB1 ND1 NA
VD1 D ND1 ND2 NA
VD2 D ND2 NB2 NA
R3 R NB2 0 NA
C2 C NE No NA
RL R No 0 NA
Labels:
ui V Ni 0
uo V No 0
+Vcc V NC1 0","* circuit generated from schema

* Voltage sources from labels
VUI Ni 0 DC 0
VUO No 0 DC 0
VCC NC1 0 DC 12

* Active devices
QVT1 NC1 NB1 NE NPNMOD
QVT2 0 NB2 NE PPNPMOD

* Passive components
R1 NC1 NB1 100k
C1 Ni NB1 1u
R2 NB1 ND1 10k
D1 ND1 ND2 DMOD
D2 ND2 NB2 DMOD
R3 NB2 0 10k
C2 NE No 1u
RL No 0 10k

* Models
.model NPNMOD NPN(IS=1e-15 BF=100 VAF=100)
.model PPNPMOD PNP(IS=1e-15 BF=100 VAF=100)
.model DMOD D(IS=1e-14 N=1)

.end"
314,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E0910>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: In the circuit shown in figure, if component A absorbs power of 20W, then the voltage \( U \) is ______ V.
",-10,"A BLOCK a b NA
Labels:
U V a b; voltage across A
-2A I a b; current through A","* circuit generated from schema
V1 a 0 DC 1
B1 a b I = -2
.end"
315,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E0AF0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.  
Question: All the elements in the circuit are ideal. The power delivered by the 10 V source in watts is  
**Choices:**  
A. 0  
B. 50  
C. 100  
D. dependent on the value of \(\alpha\)",A,"V1 V N1 N0 10V
R1 R N1 N2 αΩ
R2 R N2 N3 2Ω
R3 R N2 N0 1Ω
I1 I N0 N3 10A; independent current source","* circuit generated from schema
.param alpha=1
V1 N1 0 DC 10
R1 N1 N2 {alpha}
R2 N2 N3 2
R3 N2 0 1
I1 0 N3 DC 10
.end"
316,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E0C10>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: The circuit shown in <image> has an ideal opamp. The oscillation frequency and the condition to sustain the oscillations, respectively, are

Choices  
A. \( \frac{1}{C R} \) and \( R_1 = R_2 \)  
B. \( \frac{1}{C R} \) and \( R_1 = 4 R_2 \)  
C. \( \frac{1}{2 C R} \) and \( R_1 = R_2 \)  
D. \( \frac{1}{2 C R} \) and \( R_1 = 4 R_2 \)
",D,"A1 AMP Nn Np No NA; Nn inverting input, Np non-inverting input
R1 R Nn N4 NA
R2 R Nn 0 NA
R3 R Np 0 R
C1 C Np 0 2C
C2 C Np N1 C
R4 R N1 No 2R
Labels:
Vout V No 0","* circuit generated from schema
.param R=10k C=1u
VDD Vdd 0 DC 1
E1 No 0 Np Nn 1e6
R1 Nn No {R}
R2 Nn 0 {R}
R3 Np 0 {R}
C1 Np 0 {2*C}
C2 Np N1 {C}
R4 N1 No {2*R}
.end"
317,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E0C70>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: In the circuit shown in the figure, given \( R_1 = 4 \Omega \), \( R_p \) is a variable resistor, the electromotive force of the power supply \( E = 10 	ext{ V} \), and the internal resistance \( r = 1 \Omega \), what is the maximum power dissipated by \( R_p \)? ________W.
",5,"E V N1 N4 E
r R N4 N3 r; internal resistance of E
R1 R N1 N2 NA
Rp POT N2 N3 NA","* circuit generated from schema
V1 N1 N4 DC 1
Rr N4 0 1
R1 N1 N2 1k
Rp N2 0 10k
.end"
318,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E0E50>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, if \( I = 2A \), the voltage \( U \) is ( )
Choices 
A. \(-2V\)  
B. \(2V\)  
C. \(10V\)  
D. \(-10V\)
",D,"R1 R a N1 2Ω
R2 R N1 N2 4Ω
R3 R N2 N3 4Ω
R4 R N1 b 8Ω
R5 R N2 b 8Ω
R6 R N3 b 4Ω","* circuit generated from schema
V1 a 0 DC 1
R1 a N1 2
R2 N1 N2 4
R3 N2 N3 4
R4 N1 0 8
R5 N2 0 8
R6 N3 0 4
.end"
320,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E1090>,"Hint: Please answer the question requiring an integer and the final value, e.g., 1, 2, 3, at the end.
Question: A three-phase balanced voltage is applied to the load shown. The phase sequence is RYB. The ratio \(\left|\frac{I_B}{I_R}\right|\) is __________.  ",1.0,"C1 C NR NB -j10Ω
L1 L NB NY j10Ω
Labels:
IR I NR NB
IB I NB NB
IY I NY NB","* circuit generated from schema
C1 NR NB 318.31u
L1 NB NY 31.83m
V1 NR 0 DC 1
.end"
322,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E1270>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in <image> what is the output voltage \( V_{out} \) if a silicon transistor Q and an ideal op-amp are used? 

Choices 
A. -15V 
B. -0.7V 
C. +0.7V 
D. +15V
",B,"A1 OPAMP Nn Np No; Nn inverting input, Np non-inverting input, Np at  GND(0)
V1 V Ni 0 5V
R1 R Ni Nn 1kΩ
Q NPN NC NB NE; Nb at GND(0), NE = No, NC = Nn
Labels:
+15V V; A1 positive supply
-15V V; A1 negative supply
Vout V No 0","* circuit generated from schema
VPLUS VPLUS 0 DC 15
VMINUS VMINUS 0 DC -15
V1 Ni 0 DC 5
R1 Ni Nn 1k
.subckt OPAMP IN- IN+ OUT VCC VEE
BOP OUT 0 V=LIMIT(1e5*(V(IN+)-V(IN-)), V(VEE), V(VCC))
.ends OPAMP
X1 Nn 0 No VPLUS VMINUS OPAMP
Q1 Nn 0 No QNPN
.model QNPN npn (IS=1e-14 BF=100 VAF=100)
.end"
323,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E12D0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the figure shown, the forward conduction voltage of diode VD is 0.5 V, and the current through VD is 
Choices  
A. 0 mA  
B. 1.5 mA  
C. 1.8 mA  
D. 3.6 mA
",B,"V1 V N1 N4 9V
R1 R N1 N2 2kΩ
R2 R N2 N3 1kΩ
VD D N3 N4 NA
R3 R N2 N4 1kΩ
","* circuit generated from schema
V1 N1 0 DC 9
R1 N1 N2 2k
R2 N2 N3 1k
D1 N3 0 DSTD
R3 N2 0 1k
.model DSTD D(Is=1e-14 N=1)
.end"
324,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E1390>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, the capacitors \( C_1 \) and \( C_2 \) are connected in series. \( C_1 = 10\mu F \), with a voltage rating of 100V, and \( C_2 = 100\mu F \), with a voltage rating of 50V. The maximum allowable voltage across terminals A and B is ( )
Choices 
A. 50V  
B. 75V  
C. 100V  
D. 150V
",C,"C1 C A N1 NA
C2 C N1 B NA","* circuit generated from schema
V1 A 0 DC 1
C1 A N1 1uF
C2 N1 B 1uF
.end"
325,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E1450>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Assuming the OP-AMP to be ideal, the voltage gain of the amplifier shown in <image> is

Choices
A. \(-\frac{R_2}{R_1}\)  
B. \(-\frac{R_3}{R_1}\)  
C. \(-\frac{R_2 \parallel R_3}{R_1}\)  
D. \(-\frac{R_2 + R_3}{R_1}\)
",A,"A1 AMP Nn Np No; Nn inverting input, Np non-inverting input, Np at GND(0)
Vi V Ni 0 NA
R1 R Nn Ni NA
R2 R Nn No NA
R3 R No 0 NA
Labels:
Vo V No 0","* circuit generated from schema
V1 Ni 0 DC 1
Vg Np 0 DC 0
R1 Nn Ni 10k
R2 Nn No 10k
R3 No 0 10k
E1 No 0 Np Nn 1e6
.end"
326,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E1510>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: In the circuit shown in figure, the diode is an ideal component. When \( E1 = 4V \), \( U_{AB} = \) ________ V.
",3,"E1 V N1 B NA
R1 R N1 N2 2kΩ
R2 R N2 B 2kΩ
D1 D N2 A NA
R3 R A N3 4kΩ
E2 V N3 B 3V
Labels:
U_AB V A B","* circuit generated from schema
V1 N1 0 DC 5
R1 N1 N2 2k
R2 N2 0 2k
D1 N2 A DMOD
R3 A N3 4k
V2 N3 0 DC 3
.model DMOD D(Is=1e-14 N=1)
.end"
327,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E1570>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the voltage regulation circuit shown in the figure, given that the input voltage \( U_i \) is sufficiently large to meet the circuit requirements and the Zener diode's regulation value is 5V, with other parameters as shown, the output voltage \( U_O \) across the load is ( ).
Choices
A. 5V
B. 10V
C. 16V
D. 21V
",D,"U1 LM7806 N1 N1 N3 NA; N1 IN, N2 GND, N3 OUT
R1 R N2 0 1kΩ
R2 R N2 Nn 4kΩ
R3 R Nn 0 2kΩ
A1 AMP Nn Np No; Nn inverting input, Np non-inverting input, No = N2
R4 R Np N3 2kΩ
VZ D 0 Np NA; VZ is a zener diode
Labels:
Ui V N3 0
Uo V N1 0","* circuit generated from schema
VUI N3 0 DC 12
XU1 N3 N2 N1 LM7806
R1 N2 0 1k
R2 N2 Nn 4k
R3 Nn 0 2k
EAMP N2 0 Np Nn 1e6
R4 Np N3 2k
D1 0 Np DZ
.model DZ D(BV=5.6 IBV=1mA)
.subckt LM7806 IN GND OUT
EOUT OUT GND VALUE={6}
RIN IN OUT 1e9
.ends LM7806
.end"
328,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E15D0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, it is known that \( I_1 = 5A \), \( I_2 = 2A \). The current \( I_3 \) is:
Choices
A. 2A
B. 3A
C. 5A
D. 7A
",C,"R1 R N0 N1 NA
R2 R N1 N2 NA
R4 R N1 N2 NA
R3 R N2 N3 NA
Labels:
I1 I N0 N1
I2 I N1 N2; current through R2
I3 I N2 N3","* circuit generated from schema
V1 N0 0 DC 1
V2 N3 0 DC 0
R1 N0 N1 1k
R2 N1 N2 1k
R4 N1 N2 1k
R3 N2 N3 1k
.end"
329,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E17B0>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: In the circuit shown, switch SW is closed at \( t = 0 \). Assuming zero initial conditions, the value of \( v_c(t) \) (in Volts) at \( t = 1 \) sec is ______. ",2.5,"V1 V N1 N4 10V
SW1 SW N1 N2 NA
R1 R N2 N3 3Ω
R2 R N3 N4 2Ω
C1 C N3 N4 (5/6)F
Labels:
vc(t) V N3 N4; voltage across C1
t=0 Time N1 N2","* circuit generated from schema
V1 N1 0 DC 10
S1 N1 N2 NCTL 0 SWMOD
R1 N2 N3 3
R2 N3 0 2
C1 N3 0 0.833333F
VCTRL NCTL 0 PWL(0 0 1n 1)
.model SWMOD SW(VT=0.5 VH=0.1 RON=1m ROFF=1Meg)
.end"
330,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E1810>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.  
Question: Consider the following figure. The current \( I_s \) in Amps in the voltage source, and voltage \( V_s \) in Volts across the current source respectively, are  
**Choices:**  
A. 13, -20  
B. 8, -10  
C. -8, 20  
D. -13, 20",D,"R1 R N1 N3 5Ω
I1 I N2 N3 2A; independent current source
V1 V N1 N2 10V
R2 R N1 N2 2Ω
R3 R N1 N2 1Ω
Labels:
Vs V N3 N2; voltage across I1
Is I N1 N2; current through V1","* circuit generated from schema
R1 N1 0 5
I1 N2 0 DC 2
V1 N1 N2 DC 10
R2 N1 N2 2
R3 N1 N2 1
.end"
333,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E1B10>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, the equivalent impedance between terminals \( a \) and \( b \) is ( ).
Choices:
A. \( 0 \Omega \)
B. \( 1 \Omega \)
C. \( (1 + j) \Omega \)
D. \( 2 \Omega \)

",B,"R1 R a b (1-j)Ω
R2 R a b (1+j)Ω","* circuit generated from schema
V1 a 0 DC 1
R1 a n1 1
C1 n1 0 1
R2 a n2 1
L1 n2 0 1
.end"
334,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E1C30>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.  
Question: The parameter \( B \) for the given two-port network (in ohms, correct to two decimal places) is ______. ",4.8,"R1 R N1 N2 2Ω
R2 R N2 N3 2Ω
R3 R N2 N0 5Ω
Labels:
I1 I N1 N2
I2 I N3 N2
V1 V N1 N0
V2 V N3 N0","* circuit generated from schema
R1 N1 N2 2
R2 N2 N3 2
R3 N2 0 5
I1 N1 N2 DC 0
I2 N3 N2 DC 0
V1 N1 0 DC 1
V2 N3 0 DC 0
.end"
335,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F19160E1CF0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, if the potential at point \( c \) is \( V_c = 2V \), then \( V_a \) is (    )
Choices 
A. \( V_a = 3V \)  
B. \( V_a = 4V \)  
C. \( V_a = 5V \)  
D. \( V_a = 6V \)

",C,"R1 R a b 1Ω
R2 R b c 2Ω
Labels:
1A I a c","* circuit generated from schema
R1 a b 1
R2 b c 2
I1 a c DC 1
V1 c 0 DC 1
.end"
