index,schema,problem,solution,netlist
312,"*SPICE Netlist for circuit 312
C1 6 3 1nF
R4 7 6 1k
I1 VDD 2 DC 1mA
R1 0 3 1k
R2 0 8 1k
V1 7 0 5V
M2 2 2 8 8 NMOS W=1u L=1u
M1 4 2 3 3 NMOS W=1u L=1u
R3 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(4) V(6) V(7) V(8) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -1 V
B. -1.641 V
C. 6.254 V
D. 5 V",A,"*SPICE Netlist for circuit 312
C1 6 3 1nF
R4 7 6 1k
I1 VDD 2 DC 1mA
R1 0 3 1k
R2 0 8 1k
V1 7 0 5V
M2 2 2 8 8 NMOS W=1u L=1u
M1 4 2 3 3 NMOS W=1u L=1u
R3 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(4) V(6) V(7) V(8) V(VDD) I(V1)
.END"
312,"*SPICE Netlist for circuit 312
C1 6 3 1nF
R4 7 6 1k
I1 VDD 2 DC 1mA
R1 0 3 1k
R2 0 8 1k
V1 7 0 5V
M2 2 2 8 8 NMOS W=1u L=1u
M1 4 2 3 3 NMOS W=1u L=1u
R3 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(4) V(6) V(7) V(8) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. -1 V
B. -1.641 V
C. 5 V
D. 6.254 V",B,"*SPICE Netlist for circuit 312
C1 6 3 1nF
R4 7 6 1k
I1 VDD 2 DC 1mA
R1 0 3 1k
R2 0 8 1k
V1 7 0 5V
M2 2 2 8 8 NMOS W=1u L=1u
M1 4 2 3 3 NMOS W=1u L=1u
R3 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(4) V(6) V(7) V(8) V(VDD) I(V1)
.END"
313,"*SPICE Netlist for circuit 313
C1 7 3 1nF
R2 8 7 1k
I1 VDD 4 DC 1mA
V1 8 0 5V
M2 3 4 0 0 NMOS W=1u L=1u
M3 4 4 0 0 NMOS W=1u L=1u
M1 5 1 3 3 NMOS W=1u L=1u
R1 5 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(5) V(7) V(8) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 0 V
B. 5.254 V
C. -645.8 mV
D. -1.301 V",C,"*SPICE Netlist for circuit 313
C1 7 3 1nF
R2 8 7 1k
I1 VDD 4 DC 1mA
V1 8 0 5V
M2 3 4 0 0 NMOS W=1u L=1u
M3 4 4 0 0 NMOS W=1u L=1u
M1 5 1 3 3 NMOS W=1u L=1u
R1 5 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(5) V(7) V(8) V(VDD) I(V1)
.END"
503,"M1 NMOS N2 N1 0 0 NA
RD R VDD N2 NA
Cin C N1 0 NA
In I 0 N1 NA",1. What are the DC voltages at nodes `1` and `2`?,"1. Node `1` has a voltage of `10V`, and node `2` has a voltage of `0V`.","Simple NMOS amplifier with input current source
M1 N2 N1 0 0 NMOS
RD R VDD N2 1k
Cin C N1 0 1n
In I 0 N1 DC 1mA
VDD VDD 0 DC 5
.model NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.op
.end"
313,"*SPICE Netlist for circuit 313
C1 7 3 1nF
R2 8 7 1k
I1 VDD 4 DC 1mA
V1 8 0 5V
M2 3 4 0 0 NMOS W=1u L=1u
M3 4 4 0 0 NMOS W=1u L=1u
M1 5 1 3 3 NMOS W=1u L=1u
R1 5 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(5) V(7) V(8) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 7?
A. 0 V
B. -1.301 V
C. 4.998 V
D. -645.8 mV",C,"*SPICE Netlist for circuit 313
C1 7 3 1nF
R2 8 7 1k
I1 VDD 4 DC 1mA
V1 8 0 5V
M2 3 4 0 0 NMOS W=1u L=1u
M3 4 4 0 0 NMOS W=1u L=1u
M1 5 1 3 3 NMOS W=1u L=1u
R1 5 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(5) V(7) V(8) V(VDD) I(V1)
.END"
315,"*SPICE Netlist for circuit 315
I1 VDD 3 DC 1mA
M1 3 3 0 0 NMOS W=1u L=1u
M3 1 3 0 0 NMOS W=1u L=1u
M2 VDD 5 1 1 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. -1.301 V
B. 5.254 V
C. -645.9 mV
D. 0 V",C,"*SPICE Netlist for circuit 315
I1 VDD 3 DC 1mA
M1 3 3 0 0 NMOS W=1u L=1u
M3 1 3 0 0 NMOS W=1u L=1u
M2 VDD 5 1 1 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(5) V(VDD)
.END"
315,"*SPICE Netlist for circuit 315
I1 VDD 3 DC 1mA
M1 3 3 0 0 NMOS W=1u L=1u
M3 1 3 0 0 NMOS W=1u L=1u
M2 VDD 5 1 1 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -645.9 mV
B. -1.301 V
C. 5.254 V
D. 0 V",C,"*SPICE Netlist for circuit 315
I1 VDD 3 DC 1mA
M1 3 3 0 0 NMOS W=1u L=1u
M3 1 3 0 0 NMOS W=1u L=1u
M2 VDD 5 1 1 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(5) V(VDD)
.END"
316,"*SPICE Netlist for circuit 316
C1 6 1 1nF
I1 VDD 3 DC 1mA
M1 3 3 0 0 NMOS W=1u L=1u
M3 4 3 0 0 NMOS W=1u L=1u
M2 VDD 1 4 4 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 6?
A. -2.602 V
B. -645.9 mV
C. -1.301 V
D. 5.254 V",C,"*SPICE Netlist for circuit 316
C1 6 1 1nF
I1 VDD 3 DC 1mA
M1 3 3 0 0 NMOS W=1u L=1u
M3 4 3 0 0 NMOS W=1u L=1u
M2 VDD 1 4 4 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD)
.END"
316,"*SPICE Netlist for circuit 316
C1 6 1 1nF
I1 VDD 3 DC 1mA
M1 3 3 0 0 NMOS W=1u L=1u
M3 4 3 0 0 NMOS W=1u L=1u
M2 VDD 1 4 4 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. -645.9 mV
B. -2.602 V
C. 5.254 V
D. -1.301 V",D,"*SPICE Netlist for circuit 316
C1 6 1 1nF
I1 VDD 3 DC 1mA
M1 3 3 0 0 NMOS W=1u L=1u
M3 4 3 0 0 NMOS W=1u L=1u
M2 VDD 1 4 4 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD)
.END"
316,"*SPICE Netlist for circuit 316
C1 6 1 1nF
I1 VDD 3 DC 1mA
M1 3 3 0 0 NMOS W=1u L=1u
M3 4 3 0 0 NMOS W=1u L=1u
M2 VDD 1 4 4 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 10.51 V
B. -1.301 V
C. -645.9 mV
D. 5.254 V",D,"*SPICE Netlist for circuit 316
C1 6 1 1nF
I1 VDD 3 DC 1mA
M1 3 3 0 0 NMOS W=1u L=1u
M3 4 3 0 0 NMOS W=1u L=1u
M2 VDD 1 4 4 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(6) V(VDD)
.END"
70,"M1 NMOS N_VOUT N_VB 0 0 NA
RD R VDD N_VOUT NA",1. What are the DC voltages at nodes 1 and 2?,"1. V(1) = 0 V, V(2) = 5 V.","MOSFET circuit with resistor load

M1 N_VOUT N_VB 0 0 NMOS
RD R VDD N_VOUT 1k

VDDSUP VDD 0 DC 5

.model NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.model PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.op
.end"
328,"*SPICE Netlist for circuit 328
I1 VDD 4 DC 1mA
V1 5 0 5V
M1 4 4 0 0 NMOS W=1u L=1u
M2 3 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 5 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(5) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 5 V
B. -1 mV
C. 4.485 V
D. 4.725 V",C,"*SPICE Netlist for circuit 328
I1 VDD 4 DC 1mA
V1 5 0 5V
M1 4 4 0 0 NMOS W=1u L=1u
M2 3 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 5 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(5) V(VDD) I(V1)
.END"
328,"*SPICE Netlist for circuit 328
I1 VDD 4 DC 1mA
V1 5 0 5V
M1 4 4 0 0 NMOS W=1u L=1u
M2 3 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 5 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(5) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC current through V1?
A. 5 A
B. 4.485 A
C. 4.725 A
D. -515.5 µA",D,"*SPICE Netlist for circuit 328
I1 VDD 4 DC 1mA
V1 5 0 5V
M1 4 4 0 0 NMOS W=1u L=1u
M2 3 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 5 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(5) V(VDD) I(V1)
.END"
329,"*SPICE Netlist for circuit 329
I1 VDD 4 DC 1mA
M2 3 4 0 0 NMOS W=1u L=1u
M1 4 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. -1.113 V
B. 1.774 V
C. 886.9 mV
D. -113.1 mV",C,"*SPICE Netlist for circuit 329
I1 VDD 4 DC 1mA
M2 3 4 0 0 NMOS W=1u L=1u
M1 4 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END"
329,"*SPICE Netlist for circuit 329
I1 VDD 4 DC 1mA
M2 3 4 0 0 NMOS W=1u L=1u
M1 4 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 886.9 mV
B. -113.1 mV
C. -1.113 V
D. -226.3 mV",B,"*SPICE Netlist for circuit 329
I1 VDD 4 DC 1mA
M2 3 4 0 0 NMOS W=1u L=1u
M1 4 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END"
330,"*SPICE Netlist for circuit 330
I1 VDD 4 DC 1mA
M1 4 4 0 0 NMOS W=1u L=1u
M2 3 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 886.9 mV
B. -113.1 mV
C. -1.113 V
D. -226.3 mV",B,"*SPICE Netlist for circuit 330
I1 VDD 4 DC 1mA
M1 4 4 0 0 NMOS W=1u L=1u
M2 3 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END"
330,"*SPICE Netlist for circuit 330
I1 VDD 4 DC 1mA
M1 4 4 0 0 NMOS W=1u L=1u
M2 3 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. -1.113 V
B. -113.1 mV
C. 1.774 V
D. 886.9 mV",D,"*SPICE Netlist for circuit 330
I1 VDD 4 DC 1mA
M1 4 4 0 0 NMOS W=1u L=1u
M2 3 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END"
331,"*SPICE Netlist for circuit 331
I1 VDD 5 DC 1mA
V1 2 0 5V
M2 5 5 0 0 NMOS W=1u L=1u
M3 1 5 0 0 NMOS W=1u L=1u
M1 2 1 5 5 NMOS W=1u L=1u
R1 1 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(5) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 5?
A. 5.254 V
B. 10.51 V
C. -1 mV
D. 4.025 V",A,"*SPICE Netlist for circuit 331
I1 VDD 5 DC 1mA
V1 2 0 5V
M2 5 5 0 0 NMOS W=1u L=1u
M3 1 5 0 0 NMOS W=1u L=1u
M1 2 1 5 5 NMOS W=1u L=1u
R1 1 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(5) V(VDD) I(V1)
.END"
331,"*SPICE Netlist for circuit 331
I1 VDD 5 DC 1mA
V1 2 0 5V
M2 5 5 0 0 NMOS W=1u L=1u
M3 1 5 0 0 NMOS W=1u L=1u
M1 2 1 5 5 NMOS W=1u L=1u
R1 1 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(5) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. -1 mV
B. 8.05 V
C. 5 V
D. 4.025 V",D,"*SPICE Netlist for circuit 331
I1 VDD 5 DC 1mA
V1 2 0 5V
M2 5 5 0 0 NMOS W=1u L=1u
M3 1 5 0 0 NMOS W=1u L=1u
M1 2 1 5 5 NMOS W=1u L=1u
R1 1 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(5) V(VDD) I(V1)
.END"
331,"*SPICE Netlist for circuit 331
I1 VDD 5 DC 1mA
V1 2 0 5V
M2 5 5 0 0 NMOS W=1u L=1u
M3 1 5 0 0 NMOS W=1u L=1u
M1 2 1 5 5 NMOS W=1u L=1u
R1 1 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(5) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC current through V1?
A. 4.025 A
B. -1.95 mA
C. -974.9 µA
D. 5 A",C,"*SPICE Netlist for circuit 331
I1 VDD 5 DC 1mA
V1 2 0 5V
M2 5 5 0 0 NMOS W=1u L=1u
M3 1 5 0 0 NMOS W=1u L=1u
M1 2 1 5 5 NMOS W=1u L=1u
R1 1 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(5) V(VDD) I(V1)
.END"
332,"*SPICE Netlist for circuit 332
I1 VDD 4 DC 1mA
V1 6 0 5V
M2 4 4 0 0 NMOS W=1u L=1u
M3 3 4 0 0 NMOS W=1u L=1u
M1 6 3 4 4 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(6) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. 5.254 V
B. -645.9 mV
C. -1.646 V
D. 0 V",A,"*SPICE Netlist for circuit 332
I1 VDD 4 DC 1mA
V1 6 0 5V
M2 4 4 0 0 NMOS W=1u L=1u
M3 3 4 0 0 NMOS W=1u L=1u
M1 6 3 4 4 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(6) V(VDD) I(V1)
.END"
332,"*SPICE Netlist for circuit 332
I1 VDD 4 DC 1mA
V1 6 0 5V
M2 4 4 0 0 NMOS W=1u L=1u
M3 3 4 0 0 NMOS W=1u L=1u
M1 6 3 4 4 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(6) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -1.646 V
B. 5.254 V
C. 0 V
D. -645.9 mV",D,"*SPICE Netlist for circuit 332
I1 VDD 4 DC 1mA
V1 6 0 5V
M2 4 4 0 0 NMOS W=1u L=1u
M3 3 4 0 0 NMOS W=1u L=1u
M1 6 3 4 4 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(6) V(VDD) I(V1)
.END"
333,"*SPICE Netlist for circuit 333
I1 VDD 4 DC 1mA
M1 4 4 0 0 NMOS W=1u L=1u
M2 3 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. 1.774 V
B. 886.9 mV
C. -1.113 V
D. -113.1 mV",B,"*SPICE Netlist for circuit 333
I1 VDD 4 DC 1mA
M1 4 4 0 0 NMOS W=1u L=1u
M2 3 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END"
333,"*SPICE Netlist for circuit 333
I1 VDD 4 DC 1mA
M1 4 4 0 0 NMOS W=1u L=1u
M2 3 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -226.3 mV
B. -113.1 mV
C. 886.9 mV
D. -1.113 V",B,"*SPICE Netlist for circuit 333
I1 VDD 4 DC 1mA
M1 4 4 0 0 NMOS W=1u L=1u
M2 3 4 0 0 NMOS W=1u L=1u
R2 4 3 1k
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END"
334,"*SPICE Netlist for circuit 334
I1 VDD 4 DC 1mA
M2 4 4 0 0 NMOS W=1u L=1u
M3 3 4 0 0 NMOS W=1u L=1u
M1 VDD 3 4 4 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -99.88 mV
B. -49.94 mV
C. -199.8 mV
D. 555.2 mV",A,"*SPICE Netlist for circuit 334
I1 VDD 4 DC 1mA
M2 4 4 0 0 NMOS W=1u L=1u
M3 3 4 0 0 NMOS W=1u L=1u
M1 VDD 3 4 4 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END"
334,"*SPICE Netlist for circuit 334
I1 VDD 4 DC 1mA
M2 4 4 0 0 NMOS W=1u L=1u
M3 3 4 0 0 NMOS W=1u L=1u
M1 VDD 3 4 4 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. 277.6 mV
B. 555.2 mV
C. 1.11 V
D. -99.88 mV",B,"*SPICE Netlist for circuit 334
I1 VDD 4 DC 1mA
M2 4 4 0 0 NMOS W=1u L=1u
M3 3 4 0 0 NMOS W=1u L=1u
M1 VDD 3 4 4 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(3) V(4) V(VDD)
.END"
335,"*SPICE Netlist for circuit 335
I1 VDD 5 DC 1mA
M1 5 5 0 0 NMOS W=1u L=1u
M2 1 5 0 0 NMOS W=1u L=1u
M3 5 1 VDD VDD NMOS W=1u L=1u
M4 1 1 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 5.254 V
B. -323 mV
C. -1.3 V
D. -645.9 mV",D,"*SPICE Netlist for circuit 335
I1 VDD 5 DC 1mA
M1 5 5 0 0 NMOS W=1u L=1u
M2 1 5 0 0 NMOS W=1u L=1u
M3 5 1 VDD VDD NMOS W=1u L=1u
M4 1 1 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(5) V(VDD)
.END"
335,"*SPICE Netlist for circuit 335
I1 VDD 5 DC 1mA
M1 5 5 0 0 NMOS W=1u L=1u
M2 1 5 0 0 NMOS W=1u L=1u
M3 5 1 VDD VDD NMOS W=1u L=1u
M4 1 1 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 5?
A. -1.3 V
B. 5.254 V
C. -645.9 mV
D. 10.51 V",B,"*SPICE Netlist for circuit 335
I1 VDD 5 DC 1mA
M1 5 5 0 0 NMOS W=1u L=1u
M2 1 5 0 0 NMOS W=1u L=1u
M3 5 1 VDD VDD NMOS W=1u L=1u
M4 1 1 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(5) V(VDD)
.END"
337,"*SPICE Netlist for circuit 337
C1 0 3 1nF
M1 2 2 3 3 NMOS W=1u L=1u
I1 VDD 2 DC 1mA
M2 4 2 0 0 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. -1.6 V
B. 15.25 V
C. 10 V
D. -599.6 mV",B,"*SPICE Netlist for circuit 337
C1 0 3 1nF
M1 2 2 3 3 NMOS W=1u L=1u
I1 VDD 2 DC 1mA
M2 4 2 0 0 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(4) V(VDD)
.END"
